87.40	60	1.35	0.50	6.90	5	8	7	0	19
6.90	97	1.06	0.00	1.90	1	1	2	0	2
28.00	95	1.45	0.00	2.40	2	4	6	0	16
52.20	82	1.73	8.10	3.10	4	3	10	0	20
67.10	84	1.79	2.80	3.20	4	6	9	0	29
3.10	111	1.86	0.00	1.30	0	0	1	0	2
32.40	100	1.86	0.00	2.10	6	6	13	0	30
67.00	92	0.91	6.70	2.90	8	12	9	0	10
21.20	96	2.06	0.00	1.70	2	1	8	0	18
43.60	102	1.35	12.20	1.80	8	10	11	0	28
20.10	95	0.73	55.40	2.10	3	2	7	0	1
10.70	116	1.51	0.00	1.50	0	0	3	0	1
16.00	125	1.80	0.00	1.30	2	1	7	0	15
5.30	104	2.00	0.00	1.40	1	2	7	0	21
1.90	122	2.90	0.00	1.30	0	0	2	0	6
51.00	88	1.42	6.90	2.90	4	5	9	1	20
70.70	91	1.10	6.80	3.00	4	4	6	0	6
88.70	72	1.31	7.10	5.50	15	18	14	1	27
47.50	73	2.14	8.80	4.90	7	9	7	0	46
94.00	50	3.07	4.60	9.60	14	19	13	1	35
21.30	105	2.60	2.00	1.80	2	1	8	0	28
76.10	81	1.62	50.00	3.70	5	4	11	0	16
20.20	121	0.66	34.30	1.90	1	3	5	0	0
66.40	70	1.94	33.50	5.10	7	7	13	1	14
86.00	80	1.96	28.80	4.50	7	5	15	1	16
41.70	112	2.02	2.40	1.90	3	3	8	0	32
3.90	38	3.32	0.00	1.10	5	15	7	1	10
26.10	69	3.71	1.30	1.60	8	11	9	0	13
13.30	72	2.16	0.00	1.40	3	12	7	0	8
82.30	72	1.30	27.40	5.20	14	11	13	2	12
0.90	73	5.38	0.00	1.10	3	6	7	0	2
72.80	73	1.84	18.30	5.50	11	14	13	1	23
6.60	63	1.78	0.00	2.30	4	4	10	0	50
5.40	76	2.21	0.00	2.70	1	1	7	0	9
32.70	96	1.88	2.70	2.40	4	3	8	0	34
1.10	115	2.34	0.00	1.10	0	0	3	0	7
21.00	91	1.28	2.80	2.50	3	2	10	0	14
2.50	127	2.70	0.00	1.20	3	3	3	1	24
2.20	76	3.64	0.00	4.20	0	0	4	0	3
49.40	101	2.90	7.50	2.20	8	7	6	1	5
11.60	104	3.58	0.00	1.30	1	1	6	0	12
15.90	82	1.94	10.20	2.30	4	2	13	0	22
28.10	56	1.56	23.30	6.00	4	5	9	0	1
90.70	40	1.98	26.60	13.90	34	12	33	2	7
32.50	98	1.04	28.40	2.00	5	9	13	0	16
49.40	73	1.28	18.90	4.20	11	15	13	0	3
73.50	47	1.98	44.20	10.50	28	11	34	2	6
77.70	49	1.89	0.00	8.50	14	13	18	1	6
6.60	54	1.92	0.00	2.60	9	7	20	0	13
39.10	54	1.42	35.40	4.00	20	8	23	1	5
63.10	72	1.44	51.10	4.50	4	6	7	1	3
97.90	22	2.75	8.80	27.00	37	38	36	4	7
90.40	48	4.78	7.80	10.70	16	9	21	1	37
1.50	93	3.24	0.00	2.40	0	0	1	0	1
5.60	54	3.34	0.00	2.30	2	1	6	0	14
8.80	71	2.65	5.20	2.80	2	3	6	1	24
2.40	59	1.12	0.00	1.60	4	18	5	0	0
53.60	42	1.90	5.30	5.90	10	18	9	1	10
42.20	96	1.76	14.60	2.80	12	20	16	1	12
24.90	96	2.20	8.40	2.30	6	8	9	0	20
75.00	65	2.40	20.30	5.40	12	22	11	1	17
2.90	35	1.65	0.00	3.50	9	4	12	0	1
2.90	86	1.82	0.00	1.70	3	14	13	0	20
85.40	70	1.86	15.30	5.30	10	17	13	1	8
18.60	98	1.40	0.00	1.50	1	21	2	0	1
50.50	80	1.58	5.20	2.50	21	36	24	1	4
19.20	82	1.26	11.70	1.80	6	15	15	0	11
68.10	77	1.45	3.20	4.10	9	11	11	1	12
74.60	79	1.30	8.60	4.20	7	16	12	0	12
10.50	91	1.08	0.00	3.10	1	1	8	0	3
67.60	86	1.74	8.80	3.90	3	2	6	0	20
7.10	53	2.79	19.10	3.30	2	1	6	0	6
34.70	99	1.20	13.20	2.30	5	5	14	1	20
96.90	31	2.78	3.50	16.70	4	4	7	0	37
26.60	55	1.43	9.50	4.90	6	5	11	0	21
94.30	36	2.10	11.10	13.40	8	21	18	1	11
16.20	69	1.17	6.80	2.50	3	4	7	1	5
97.90	42	1.79	14.20	11.70	11	24	22	1	11
38.40	81	1.63	8.50	2.60	17	16	19	1	23
74.60	71	1.44	7.80	4.60	25	13	28	1	12
6.10	79	2.39	0.00	1.90	2	4	6	0	19
7.90	90	1.30	15.80	1.50	2	5	7	1	2
68.90	75	1.00	5.50	3.80	11	1	9	1	3
66.80	73	1.06	5.90	3.80	5	1	6	0	3
25.60	79	1.58	0.00	1.80	4	4	8	0	17
15.00	83	0.78	0.00	2.10	0	5	4	0	8
69.20	69	1.92	25.30	4.90	6	8	9	0	6
29.30	72	1.68	3.00	3.40	10	6	16	1	24
2.00	60	1.24	0.00	2.20	10	10	12	0	3
5.90	75	1.68	0.00	3.00	1	0	2	0	5
6.30	69	1.88	0.00	3.20	3	1	10	0	9
3.20	47	1.51	0.00	1.50	2	14	19	0	27
69.50	67	0.99	22.40	5.30	19	26	21	1	7
6.90	119	0.95	12.10	1.40	4	1	3	0	2
42.80	93	0.87	56.20	3.00	2	2	6	0	0
78.30	74	1.42	15.70	4.80	6	5	12	0	11
46.80	81	1.28	16.50	3.30	9	10	16	1	10
22.70	92	1.11	4.00	2.90	13	7	18	0	2
78.40	91	1.08	18.40	3.80	30	22	30	5	6
48.50	83	1.51	10.20	2.90	11	3	15	0	23
92.80	53	1.08	20.80	8.60	17	16	20	1	4
63.70	70	1.01	6.90	4.90	3	9	7	0	4
13.80	73	2.12	9.90	2.20	3	9	7	0	7
56.10	80	1.81	20.60	3.80	7	6	12	1	13
37.40	52	2.06	5.80	5.00	6	5	12	1	29
7.10	64	2.20	0.00	2.10	5	2	8	0	10
95.50	31	1.94	16.30	17.70	10	21	17	1	6
75.80	68	2.47	22.10	4.90	6	18	11	1	9
49.90	113	1.60	46.30	1.90	5	8	4	1	1
75.70	102	0.74	36.40	2.70	4	5	8	1	2
3.70	113	0.86	0.00	1.20	1	17	3	1	1
81.30	82	1.92	10.40	3.60	2	6	4	0	4
92.40	58	1.60	58.00	7.60	24	13	20	5	2
31.50	83	2.38	0.00	3.50	3	3	7	1	10
97.30	35	1.49	10.30	14.40	26	22	30	3	8
43.60	78	1.49	8.50	3.50	3	6	8	0	6
0.90	84	1.23	0.00	1.10	0	5	5	0	6
17.30	43	8.94	7.10	7.90	13	7	11	1	51
57.40	71	1.67	50.00	3.90	7	13	9	1	2
83.10	59	1.38	29.50	7.90	10	7	15	1	11
14.10	66	2.30	29.50	3.50	6	7	9	1	19
45.30	76	3.07	8.00	4.30	5	2	9	0	36
59.80	103	0.90	17.30	2.30	3	5	4	0	3
74.90	72	1.03	24.80	5.20	14	13	20	1	10
93.70	43	1.17	13.70	12.00	28	28	31	2	8
36.40	25	2.72	10.70	21.30	6	2	10	0	18
6.10	69	0.99	0.00	3.80	2	1	6	0	26
19.80	59	2.18	21.50	6.00	6	5	12	1	15
27.60	75	2.60	2.20	3.10	1	3	3	0	2
45.60	34	3.26	11.80	15.00	5	3	9	0	24
30.20	56	1.69	11.30	8.20	2	1	5	0	27
18.30	37	2.40	0.00	7.40	2	0	4	0	4
10.40	35	4.48	0.00	7.10	2	0	3	0	3
92.60	48	1.80	10.30	9.20	33	32	33	2	1
28.00	81	2.17	0.00	2.60	7	10	15	1	2
95.20	47	1.47	42.00	10.40	15	19	19	1	3
21.30	93	5.99	5.00	2.00	44	8	38	10	4
50.80	66	1.72	4.50	4.70	10	11	16	1	9
63.80	69	1.10	44.00	5.00	20	21	26	0	3
76.70	67	1.08	2.40	5.80	23	20	30	1	4
96.90	39	1.46	38.90	12.70	24	30	27	1	2
79.70	82	1.26	19.30	4.10	21	27	21	3	14
20.50	121	0.86	0.00	1.70	7	4	7	0	2
72.30	99	0.82	24.50	2.60	5	8	8	0	11
18.90	59	1.72	5.90	3.20	10	8	17	0	7
22.90	70	1.07	7.10	2.10	3	11	9	0	2
45.30	83	1.43	11.00	2.70	6	7	8	0	13
46.30	95	0.77	31.10	2.20	11	24	18	1	6
7.50	94	1.28	19.30	1.80	4	6	8	0	1
21.70	102	1.85	32.10	2.10	2	2	6	0	3
72.80	76	1.64	25.40	4.20	10	12	15	1	10
82.00	73	2.09	24.40	5.10	12	10	13	1	13
24.60	84	1.40	12.50	2.30	4	14	9	1	1
59.90	78	1.35	36.00	3.90	12	23	16	0	2
28.90	78	1.30	6.50	3.10	2	3	7	0	2
74.50	71	1.58	23.60	4.50	12	14	19	1	9
18.50	91	0.76	2.60	2.20	0	0	3	0	0
40.60	91	1.17	34.80	2.00	11	15	14	0	3
41.70	94	0.77	26.40	2.60	12	11	17	1	1
32.60	71	1.84	3.50	3.70	6	8	13	0	6
72.30	61	0.88	9.90	4.70	19	30	16	1	2
0.70	98	1.64	0.00	1.30	1	8	11	0	4
37.10	74	1.57	9.20	3.80	12	16	21	1	5
47.40	59	2.47	3.40	5.20	6	6	8	0	11
55.60	65	1.22	8.30	6.10	5	8	12	0	3
51.10	78	1.61	0.70	3.30	9	15	18	0	12
16.10	65	1.46	24.20	2.40	8	6	16	0	6
87.80	56	1.47	1.30	6.80	8	7	14	1	15
32.50	92	1.06	4.30	2.30	4	14	12	0	13
8.10	91	1.31	11.10	2.20	1	1	10	0	2
94.40	64	1.56	8.50	6.10	21	22	19	3	11
51.60	70	1.37	5.80	2.70	15	21	14	1	19
10.20	91	1.18	8.60	2.10	2	6	7	0	5
10.30	95	0.71	0.00	2.10	1	6	8	0	1
37.90	83	1.12	0.00	3.10	7	7	11	0	10
41.40	75	1.49	0.00	3.90	4	6	10	0	10
32.80	103	1.33	0.00	2.00	3	4	8	0	9
70.80	62	1.74	0.00	6.30	16	14	15	1	19
20.10	112	1.01	0.00	1.60	5	9	9	0	8
43.20	101	1.57	1.80	2.20	4	4	8	0	18
6.60	112	1.24	0.00	1.50	0	2	5	0	0
8.00	90	1.23	0.00	1.60	11	11	10	3	2
4.80	89	1.39	0.00	2.50	1	1	5	0	0
89.60	75	2.12	18.90	5.20	16	14	24	1	21
54.60	95	2.03	17.40	3.10	26	24	29	2	10
97.90	37	1.54	2.10	13.90	9	11	10	1	6
33.80	111	1.12	3.90	2.00	6	5	11	1	1
71.10	93	1.74	17.20	3.20	4	6	10	1	24
61.40	92	1.09	50.60	2.40	5	7	8	0	3
5.10	121	1.94	0.00	1.50	1	1	6	1	9
82.90	57	2.36	14.30	7.30	33	3	38	3	5
66.40	69	2.09	4.50	5.10	28	5	29	2	6
85.40	51	1.96	8.70	7.50	32	4	33	1	8
34.90	79	2.49	0.00	2.70	18	5	21	1	7
2.70	87	2.02	0.00	1.60	1	4	4	0	0
77.40	42	2.13	16.20	11.20	16	2	17	1	6
4.30	82	1.37	0.00	2.30	9	0	8	0	1
46.50	28	6.50	8.70	22.60	0	1	1	0	13
3.10	43	1.80	0.00	7.10	0	0	1	0	3
6.90	40	2.90	0.00	10.90	0	1	1	0	1
2.70	46	2.88	0.00	7.50	0	0	1	0	1
19.10	94	1.10	4.40	2.10	6	11	5	1	0
39.80	92	2.80	2.70	2.20	12	4	13	1	15
23.90	59	3.03	24.80	2.00	20	30	19	2	13
14.50	70	1.61	37.90	1.70	8	22	11	0	3
2.20	101	2.54	0.00	1.40	2	3	3	0	9
17.30	90	4.40	2.40	1.80	6	2	7	1	8
19.90	94	1.70	6.40	1.70	5	14	4	1	1
67.60	48	1.20	0.00	11.10	0	0	1	0	1
